document_id	title	publish_date	session	authors	views	depth	full_reads_percent	ctr
6271c77c9a7947d9a9c0b5b0	Маск допустил введение в Twitter платы для бизнеса и госаккаунтов	2022-05-04 00:25:16	uB_yj8Q7QMia1N3oeKj_7Q	['604f2c199a79478ec0029eae']	3080	1.048	38.636	0.512
62722e9c9a7947f5bfa8a442	Новый владелец «Валио» будет производить продукцию под Петербургом	2022-05-04 08:11:30	-9qjvl_1T_Wv5VGbBvbleQ	[]	5673	1.082	29.244	3.076
624ceab89a79470f28c5bf6b	«Коммерсантъ» узнал о просьбе угольщиков перенаправить грузы на Казахстан	2022-04-06 02:07:24	WzZEdAFVSjmxyu4QFKQEdA	['604f2c199a79478ec0029eae']	38924	1.136	22.734	3.802
6271c2149a7947d5560d0072	"Кадыров сообщил о 150 мирных жителях, укрывающихся в бункерах «Азовстали»
                
                                                    

    

    Политика, 03:01"	2022-05-04 00:01:03	_Ua2tNx4RrSW0mKBdr3OAA	[]	7573	1.044	42.77	0.0
61fe017b9a7947b5d5ae7aa5	"На Сахалине при сходе лавины погиб человек
                
                                                    

    

    Общество, 07:52"	2022-02-05 04:52:54	tqNzf8tuQ8alPhU3JfUVRw	[]	1410	1.163	42.624	0.0
627b961b9a794790d3765f6a	Глава ДНР Пушилин заявил об отсутствии гражданских лиц на «Азовстали»	2022-05-11 11:46:26	Yy0X-7ZOQDiaHKdk7LnSYA	['6130a7379a79472aeb4546e3']	10272	1.106	24.387	0.943
6274443e9a794734f12c7788	"Небензя назвал события вокруг Украины прокси-войной Запада против России
                
                                                    

    

    Политика, 00:49"	2022-05-05 21:49:39	S-jvZwa-T0eMJnnCV190Dw	[]	18057	1.053	48.613	0.0
6245de0c9a7947038574a88c	"В Госдуме попросили запретить использующийся на антивоенных акциях флаг
                
                                                    

    

    Политика, 20:40"	2022-03-31 17:40:26	tDkl6K-cR96kBp2fk01SRg	[]	15295	1.094	33.658	0.0
62407fd19a7947958394711c	"ЕС расширил санкции в отношении России за счет «правила 50%»
                        Теперь компании с несколькими подсанкционными акционерами оказались под угрозой заморозки активов"	2022-03-28 11:53:48	2W5OGd_tTnGnCDrIs5wYQg	['54254690cbb20fa485b88cc9']	455256	1.071	11.042	2.855
61fd8a9a9a79479a0bcd6eba	В НАТО заявили об отсутствии консенсуса по вступлению Украины в альянс	2022-02-04 21:19:17	CRU8K-RkT5m85gBzfgkxVg	['606dbb339a7947bd8e80a947','619226fb9a7947e681606cc3']	17680	1.161	34.338	3.506
6278cb1f9a79476062476863	В нескольких регионах России отменили воздушную часть Парада Победы	2022-05-09 08:43:29	dWDEB3afR2--T93vNKSG-A	['6130a7379a79472aeb4546e3']	6138	1.04	20.609	2.345
61fb960f9a7947566b5e4017	"«AliExpress Россия» увеличил общий оборот на 46%
                
                                                    

    

    Технологии и медиа, 13:00"	2022-02-03 10:00:05	lOdgqDfxS8ugiNpxlc9Jpw	[]	3073	1.226	33.908	0.0
627c769c9a7947d6d77cd3d6	"В Китае пассажирский самолет выкатился за пределы ВПП и загорелся
                
                                                    

    

    Общество, 05:59"	2022-05-12 02:59:38	fOqYNnOYQvqo9EAq0PaHrQ	[]	2206	1.042	40.752	0.0
620289389a79478fffe653fb	"Токаев впервые после протестов в Казахстане совершит заграничный визит
                
                                                    

    

    Политика, 19:28"	2022-02-08 16:28:57	WQAEWn8TQn6G7HzLK84BTA	[]	17611	1.092	32.241	0.0
627081519a794794df842adf	Германия заявила о готовности поддержать эмбарго на российскую нефть	2022-05-03 01:36:45	GvgDVbu_Ru-QJqs-HYup_Q	['5bfd1d039a794755995093f8']	10202	1.057	44.207	1.343
6248833c9a7947492212f19d	"Захарова заподозрила США в осведомленности об авиаударе по Белгороду
                
                                                    

    

    Политика, 20:48"	2022-04-02 17:48:07	sIeUur8wSJC_uNtzxxDZYA	[]	19277	1.143	29.128	0.0
6206fbf89a79479ef75629c4	Сенатор США предложил санкции против Белоруссии из-за Украины	2022-02-12 01:31:24	uMTQJpwcQVKvdpKPUIOyWw	['619226fb9a7947e681606cc3']	19339	1.183	34.573	1.403
6267abd89a7947ee8a9d53e1	Президент Молдавии соберет Совбез после взрывов в Приднестровье	2022-04-26 08:27:54	JnO7XcnjStCDunSbO4pxUA	[]	19962	1.045	37.04	4.392
6251b71c9a7947279dfaf9fd	Володин увидел в словах Борреля про Украину повод для отставки	2022-04-09 17:38:23	HbQkWxweSCG8KkqTxaEdmA	['6206513e9a79476587e1e14e']	17298	1.042	20.083	7.648
620065999a79474ba9b39d24	"В Новосибирске остановили голосование зоопарка из-за политики
                
                                                    

    

    Политика, 03:52"	2022-02-07 00:52:18	dCbVIMMJRLyE4V0H0j2Kpg	[]	6369	1.162	36.112	0.0
6201f1ce9a79474862acb1c9	О чем говорили Путин и Макрон, сколько потерял «Сбер». Главное за ночь	2022-02-08 06:13:49	rQsbpy7FTZSVFKCAiQ_0bw	['57f797ee9a7947a5681d187e']	11894	1.12	17.101	3.447
61f8a78e9a79474043a51ddf	"Правящая партия Казахстана «Нур Отан» утвердила новый состав политсовета
                
                                                    

    

    Политика, 06:30"	2022-02-01 03:30:19	oJN5zxjgSm2-HZwcXcLauw	[]	48851	1.136	45.889	0.0
6273be779a7947022fc0b0dd	"Банк Англии повысил учетную ставку до максимума за 13 лет
                
                                                    

    

    Финансы, 15:46"	2022-05-05 12:46:13	SnihfB2rS1mPdpmFmJuIZg	[]	2773	1.067	29.679	0.0
623983b99a7947b9f128c85d	Число госпитализаций с COVID в России выросло на 259% за сутки	2022-03-22 08:17:07	8UByEla5RAGHAr7oX4F2ug	['61309cc39a7947257ab1d378']	92796	1.155	29.11	6.171
626befb79a794703400bff8a	Медведев предложил создать систему преференций для беженцев из Донбасса	2022-04-29 14:44:16	Ei-D8_I6Q6OIGIZSeIhETg	['604f2c199a79478ec0029eae']	892	1.024	16.592	1.023
620c1c399a7947b75615da2e	"Матвиенко назвала «абсолютной дикостью» мысль о войне с Украиной
                
                                                    

    

    Политика, 02:24"	2022-02-15 23:24:30	bCm9jm0gTNqSlkjc5m0dDw	['619226fb9a7947e681606cc3']	7992	1.172	36.124	0.0
6257678c9a7947700d5e841c	"ЦБ рассмотрит возможность смягчить требования к продаже валютной выручки
                
                                                    

    

    Экономика, 03:39"	2022-04-14 00:39:56	kSlgGrzOTxOrtcgYFCdWjw	['5f36b3779a794782606d90c9','61fcf3d49a794754b3f9e39e']	6266	1.067	32.94	0.0
62383e579a79474bcaebe301	Кремль потребовал от Киева «домашнюю работу» для встречи с Путиным	2022-03-21 09:08:26	wC-cUEqASyua-RYB_Z-hPg	['54244e01cbb20f03076b236d','5a9fa2e39a79470cd086f61a']	153539	1.074	21.753	4.762
625169b79a794713946d8cf7	"Служба безопасности Японии указала статус батальона «Азов»
                
                                                    

    

    Политика, 15:08"	2022-04-09 12:08:15	q8RfmmgQQ3-HQFH9GVCoAQ	[]	11653	1.05	42.109	0.0
6239a1a59a7947c9de24acd6	Минюст предложил ввести для бизнеса скидки к штрафам за нарушения	2022-03-22 11:42:44	6GUnc-w9QMicUiS_U3eGPQ	['57f797ee9a7947a5681d187e']	16387	1.148	45.2	0.713
61f8c7f99a794748261d721b	"Волонтеры нашли тело девочки, пропавшей в Новгородской области
                
                                                    

    

    Общество, 08:48"	2022-02-01 05:48:44	u8UGYsXZTxa2aBZW5_sdaw	[]	57261	1.147	50.382	0.0
620a0e4b9a7947622032b2fd	Зюганов рассказал, что находится «в рабочем состоянии»	2022-02-14 08:25:47	kJg4tBJNSuG6Y4p6mnOb7w	['604f2c199a79478ec0029eae']	11893	1.1	29.261	0.975
61fa78ee9a7947f8529f8c20	"Скворцова заявила о хорошей переносимости вакцины ФМБА «Конвасэл»
                
                                                    

    

    Общество, 16:01"	2022-02-02 13:01:21	hP60g4nUTxWkrTn491ks7Q	[]	6071	1.181	51.87	0.0
627cd0129a7947f98604d5bf	В Петербурге впервые за 30 лет могут диагностировать опасную инфекцию	2022-05-14 05:35:48	Q4f1bAfeRWeDs8gqOJKu6Q	[]	9307	1.072	22.929	3.605
6282163c9a7947f89b776aa4	"В России за сутки выявили более 4,5 тыс. случаев заражения COVID-19
                
                                                    

    

    Общество, 12:51"	2022-05-16 09:51:07	gM0etFmKRES4dLyZTyKP6A	[]	5460	1.092	45.751	0.0
61fb92f29a7947549c914448	В России более 150 тыс. заразились COVID при росте числа госпитализаций	2022-02-03 08:43:38	Tgb8pmp1S-eMg2V3XMtEmA	[]	39856	1.254	45.991	3.561
62734edf9a794758653ef867	Прокуратура заинтересовалась данными об отказе поставщиков снизить цены	2022-05-05 05:28:52	zw7FjOgFSG-P3g_jEvumdQ	['6206513e9a79476587e1e14e']	16604	1.052	32.823	4.013
6254275a9a7947d1316300d8	"Венгрия нашла способ оплаты России газа в рублях без нарушения санкций ЕС
                
                                                    

    

    Политика, 16:35"	2022-04-11 13:35:16	92g_T1wiQUmRTxIyWD-PYg	[]	15033	1.053	31.324	0.0
628665259a7947fb6ff08ca8	"В партии Эрдогана предложили НАТО заняться борьбой с терроризмом
                
                                                    

    

    Политика, 19:27"	2022-05-19 16:27:32	R8UFAqwHTqazW5MRlKLSlQ	['5b4c70ae9a79472e05ca3037']	2215	1.045	51.648	0.0
627ce3999a7947040cf8cf47	Астрономы показали изображение черной дыры в центре Млечного пути	2022-05-12 13:58:35	roJqthI2TEKPSEOblvUtzg	['604f2c199a79478ec0029eae']	12661	1.06	22.123	3.465
620622779a79474a44faeb1e	"Актриса Ауг рассказала об онкологии у Брик
                
                                                    

    

    Общество, 12:08"	2022-02-11 09:08:06	Rw8CC509TW-27WqzsqCKHQ	[]	37358	1.155	49.486	0.0
62010ba99a7947019dcff3d9	"Путин поздравил российских фигуристов с золотом Олимпиады
                
                                                    

    

    Общество, 15:25"	2022-02-07 12:25:00	dYlOOHkFQ3KxpKqFohizfQ	[]	13317	1.175	42.495	0.0
62407d4d9a794794ad649b41	На Украине прошли обыски у политолога Погребинского	2022-03-27 15:25:26	B2-58Pu3TXm5tPGC3NrNtw	['6206513e9a79476587e1e14e']	120471	1.12	33.657	4.542
62063dda9a79475a3e7b9677	Стоимость романтического свидания в Петербурге выросла на треть	2022-02-11 10:59:40	ImNhjm6RQRmeqHq8dLac_Q	[]	5574	1.154	23.861	2.45
62766ae69a7947da4ef66891	"В Великобритании выявили случай редкой оспы обезьян
                
                                                    

    

    Общество, 16:32"	2022-05-07 13:32:03	5JQQDAmATJK-dYFLeXWUBw	['619226fb9a7947e681606cc3']	2460	1.062	37.276	0.0
626785959a7947dedb8b7cd9	"СК завел дело на замкомандира бригады ВСУ из-за обстрела в Донецке
                
                                                    

    

    Политика, 09:10"	2022-04-26 06:10:20	VIjkbN1oS8iyKK5UiVH0Fw	[]	5555	1.065	38.758	0.0
62602edf9a7947323a172187	ВТБ первым после Минфина рассчитался в рублях по валютному долгу	2022-04-20 16:22:14	6XdbrfpESfm5n5FXMjegew	['5d5be3429a79472e44c19a73']	17667	1.059	22.839	5.687
620b11409a7947420fff1c38	Эксперты спрогнозировали 50% взломов банков «изнутри» в следующем году	2022-02-15 03:03:00	hP5dMPmrTMuea92EyxsCkw	['619226fb9a7947e681606cc3']	3270	1.195	28.471	1.105
6276954c9a7947e575bb8518	Блинкен заявил о попытках властей России исказить историю	2022-05-07 15:52:22	A-wyKaWzR_iGiswlFFAU3Q	[]	22361	1.046	28.179	5.768
6260e7b69a79475fed001be9	"Минобороны обвинило ВСУ в ударе «Точкой-У» по птицефабрике в Запорожье
                
                                                    

    

    Политика, 08:35"	2022-04-21 05:35:51	Y8H4LUYSRTSdo0jkTwHgXg	[]	4273	1.062	32.577	0.0
620e92789a79472dae46a041	Калининградские власти обратились в МИД из-за коллапса на границе Литвы	2022-02-17 19:06:42	nPz59loIQrOjGGwpMVDWww	['5878a2ec9a7947e531faf52c','60b8f9c69a79473345febcbd','606dc7aa9a7947c368c1d46c']	48826	1.083	17.13	7.708
624c249f9a794757ce0cc329	"Кремль заявил, что не отвергает возможность встречи Зеленского и Путина
                
                                                    

    

    Политика, 14:22"	2022-04-05 11:22:26	R25o5zT7Sbu3SnfO8JXOjg	['54244e01cbb20f03076b236d','5b4c70ae9a79472e05ca3037']	6433	1.148	43.914	0.0
625006bd9a79472e9ea1bab8	"Власти приграничного района Белгородской области сообщили о «хлопках»
                
                                                    

    

    Политика, 14:05"	2022-04-08 11:05:27	VIXY2QM0TOOjDEzbYbLEfA	['5e4663219a794736af922488']	9984	1.142	32.352	0.0
624be8649a79473c904bfaf8	Пушилин поддержит депутата от партии Медведчука на пост мэра Мариуполя	2022-04-05 09:31:40	qf8SE_0LTxmzEEiJS3XHzg	['57f797ee9a7947a5681d187e']	37154	1.148	23.085	2.445
62533fb89a79477cfe6995be	Всемирный банк спрогнозировал падение ВВП России и Украины	2022-04-10 21:57:43	RWZxvmrPRRmdt2AZmL3WGQ	['5bfd1d039a794755995093f8']	20342	1.079	32.131	2.332
627e27519a794778dda1fba7	Песков назвал квинтэссенцией ненависти польскую статью о русском мире	2022-05-13 09:49:37	C1GCHE5ESbu8zvoFhkPmrQ	['542f8085cbb20f3a1e334efb']	13441	1.069	41.143	4.397
61fa178a9a7947c87ecdc16c	В Казахстане отменили обязательное одобрение госинициатив Назарбаевым	2022-02-02 05:40:30	1n20B78STmuBY5PpQhc1cw	['604f2c199a79478ec0029eae']	83111	1.142	36.464	0.876
6208c4529a79470d177d86b4	В России выявили 197 тыс. случаев СOVID при падении числа госпитализаций	2022-02-13 08:42:23	jReKIpOCRsed5YsB1yOX-A	['5e4663219a794736af922488']	27332	1.224	37.238	1.849
628518789a79478730905162	"Байден назвал историческими заявки о вступлении Швеции и Финляндии в НАТО
                
                                                    

    

    Политика, 19:33"	2022-05-18 16:33:37	k4JoYPuzR96uat4AOojm5g	[]	2111	1.06	32.165	0.0
620f6eb99a7947717e47bdcb	"Песков рассказал, как спит Путин на фоне событий в Донбассе
                
                                                    

    

    Политика, 13:09"	2022-02-18 10:09:53	AdxRP_jgTyCL9YZmosc8hQ	[]	12559	1.113	44.765	0.0
626d819f9a79477120ee589d	"В Индии рекомендовали использовать «Спутник Лайт» как бустерную вакцину
                
                                                    

    

    Общество, 22:04"	2022-04-30 19:04:07	9uc2wou2T--AFBajT8lEYw	[]	1115	1.064	26.188	0.0
6270d7209a7947a376dd6667	"Минобороны показало удар бомбардировщика Су-24М по позициям войск Украины
                
                                                    

    

    Политика, 10:27"	2022-05-03 07:27:24	Vii34O3pRzyNjOSGoBITIw	[]	5315	1.084	49.37	0.0
628650919a7947f387a6b835	"«Очаково» заявило о планах поставлять аналог Coca-Cola в сети общепита
                
                                                    

    

    Бизнес, 18:05"	2022-05-19 15:05:32	5CdzQvFdQr296LvF_B9rhw	[]	5334	1.076	37.608	0.0
6202c8459a7947a46ad7a11c	Bloomberg узнал о нежелании ЕК раскрывать детали антироссийских санкций	2022-02-08 20:37:36	otCCLjOLT5SQExMaxk1vVQ	['5e1ddee09a7947609de2f69b']	19412	1.157	31.723	0.891
6269d5339a7947398f00465b	Владелец косметики Max Factor и Burberry решил прекратить работу в России	2022-04-27 23:43:53	tu1PPCuQSfW_xFtsJ72AoA	['5edf68259a79470758e7ab2d']	9496	1.048	38.09	3.191
620e3a289a794784edfac8c1	"Посол США прибыл в МИД после слов Лаврова о передаче ответа по гарантиям
                
                                                    

    

    Политика, 15:07"	2022-02-17 12:07:47	qtlBP0pqRPiv79H_4vo2Yg	[]	23505	1.089	36.822	0.0
62034d239a7947c335933c56	"Землетрясение магнитудой 5,0 произошло на Сахалине
                
                                                    

    

    Общество, 08:41"	2022-02-09 05:41:42	WCFlFVlnQ3y4pLm6hHogAw	[]	2936	1.154	36.478	0.0
623b32609a794761bc20d5bb	Зачем Россия решила перевести расчеты за газ в рубли	2022-03-23 19:07:15	tkXrntnJQZKIBsQNdEV0eA	['54254690cbb20fa485b88cc9','619b93349a7947b514905d23','60e7ece89a794745e9fbf532']	928192	1.152	22.584	8.749
620b81ac9a79476dd198bad8	ФСБ заподозрила жителя Плесецка в госизмене	2022-02-15 10:48:54	j8h69fcRTy28vUxlvhNtWw	[]	29466	1.11	33.693	2.039
623808009a7947331d80432f	Власти Приморья предупредили о подорожании сахара	2022-03-21 05:39:28	LNu-Th1YS2ahkOM8UbOAAA	['604f2c199a79478ec0029eae']	2556	1.117	22.574	1.427
6274438b9a7947395940e095	Антонов заявил о желании России возобновить диалог по безопасности с США	2022-05-05 21:56:05	ZYcMOAvIRnGxgDNojivIxA	['604f2c199a79478ec0029eae']	5348	1.027	22.008	4.651
6242266f9a79471fd8b44a60	США пообещали не задействовать переброшенные в ФРГ самолеты против России	2022-03-28 21:58:05	KGhxjasDQ-CnRSW_n7v8OA	[]	18366	1.107	41.462	2.769
627c8e3e9a7947dc6a49c6aa	"Число раненых при обстреле в Белгородской области выросло до семи
                
                                                    

    

    Общество, 07:54"	2022-05-12 04:54:55	T5-zP2fSTTe9iyhi_cI38g	[]	11760	1.064	42.653	0.0
61f8bddb9a794744e15bd84b	В Казахстане избрали нового главу мажилиса	2022-02-01 05:04:49	bZWL_kBLRQe8b-nUOfBTog	[]	57037	1.132	43.291	1.368
627535199a79478eb3366403	"Власти города Бровары под Киевом поддержали «дерусификацию» 34 улиц
                
                                                    

    

    Политика, 18:32"	2022-05-06 15:32:13	tJoM4IedQWWvtiHPex1YHw	[]	1897	1.054	26.305	0.0
626df6059a794785e870b3be	Россияне назвали необходимый для счастья размер заработка	2022-05-03 05:00:47	Zyl8W7IsSoyuMU-MRVrlXw	['604f2c199a79478ec0029eae']	19226	1.047	21.741	5.571
62407ced9a794794ab4a9778	"Рогозин предложил Маску возможные названия для новой соцсети
                
                                                    

    

    Технологии и медиа, 18:37"	2022-03-27 15:37:31	welJpyo5REGjXqYNzUuq-A	[]	69318	1.104	44.687	0.0
624afc189a7947f694d7c642	"Власти двух городов попросили жителей покинуть Донецкую область
                
                                                    

    

    Политика, 21:37"	2022-04-04 18:37:22	0urPID0ARUOosSOPMa99-Q	['6130a7379a79472aeb4546e3']	43773	1.107	23.949	0.0
6253bf319a79479afd73af30	"СК завел дело после гибели двух человек при взрыве газа в Подмосковье
                
                                                    

    

    Общество, 08:51"	2022-04-11 05:51:17	a87D9GsDRQyzhpfeCnQUoA	[]	2175	1.08	44.46	0.0
623d74149a7947461787d7cd	Petropavlovsk заявил о проблемах с продажей золота из-за санкций	2022-03-25 10:30:37	rK4VyQzIQiae9MQm0voBgA	['6239c1df9a7947d8bb8f1236']	79971	1.121	28.329	2.746
6200e8ec9a794778390b5258	Ford закрыл сделку по продаже завода под Петербургом	2022-02-07 10:16:33	pqyiqaaoTlikEwvO1WMUSg	[]	16726	1.15	27.634	5.518
620c078d9a7947af78cb0065	"США предложили Украине помощь в расследовании кибератак на госсайты
                
                                                    

    

    Политика, 23:26"	2022-02-15 20:26:50	JVfRiDINQSqWoZpVndSI7A	[]	2269	1.184	34.641	0.0
625126759a79470204372bbb	"Антонов назвал причиной спецоперации геноцид русских на Донбассе
                
                                                    

    

    Политика, 10:05"	2022-04-09 07:05:01	H2UIpjvIS8WBkY_cB7wIqQ	[]	10196	1.085	48.038	0.0
623753839a79470a92a531dd	С сайта ЦБ пропали данные о владельцах банков	2022-03-20 18:00:25	Kn8CIUsWQt-JnAMpK-qOgA	['60bf2f0f9a79475cc856c5a1']	10743	1.176	37.932	3.735
6243b9cd9a79471851f66ed7	"Авиакомпания «Россия» перевела в российский реестр 125 самолетов
                
                                                    

    

    Экономика, 05:30"	2022-03-30 02:30:05	V_zvNQ1eQfu-QlAni9EWpQ	[]	88890	1.149	45.184	0.0
62711c379a7947b08b3c291b	"Из антикоррупционной службы Казахстана уволили Ербола Назарбаева
                
                                                    

    

    Политика, 22:41"	2022-05-03 19:41:28	krbAVwSvTQWH2c5F3RTxIA	['60bf2f0f9a79475cc856c5a1']	2287	1.066	31.788	0.0
626103d79a79476cbc973197	Путин приказал отменить штурм «Азовстали»	2022-04-21 07:14:06	z1fmPnCJQJKTGUtQZtEaSA	['5e1ddee09a7947609de2f69b']	74948	1.085	41.088	12.165
5afd8e7f9a794772862de199	От Улюкаева до Сердюкова: кто из российских чиновников был под следствием	2021-05-17 14:40:01	nQsGXbCqQZKtYZvJatipXg	['596360489a7947894da539d3']	4640	1.057	31.164	0.67
624c714a9a794779efc68da0	Зеленский предложил Совбезу ООН самораспуститься	2022-04-05 17:44:10	Frut8uKpRUqXUWICM32uNA	['5b4c70ae9a79472e05ca3037']	35120	1.132	25.194	6.321
6239b2df9a7947d2aefbff1b	Дума ввела уголовное наказание за фейки о работе госорганов за границей	2022-03-22 11:32:20	KkfaQkY7Q3i-L4T4cGU7JA	[]	22644	1.149	26.828	1.904
6280b9b69a79479cf2fe7968	Латвия расторгла соглашение с Белоруссией о перевозке военных грузов	2022-05-15 09:24:37	YRrs3xTtQu66BdA6LiO9Zw	['5edf68259a79470758e7ab2d']	11266	1.071	37.999	1.583
62419e629a7947f08645ad36	Выпуск «Новой газеты» приостановили после второго предупреждения РКН	2022-03-28 11:41:15	tScpi3VRSbSgyUIYvWmU5w	['5a9fa2e39a79470cd086f61a','5cc18fcd9a79473f104a314a']	93504	1.113	33.919	2.288
620d7f7e9a7947400fe48589	"Мать и трое детей отравились угарным газом в Татарстане
                
                                                    

    

    Общество, 01:59"	2022-02-16 22:59:00	PDchX27nQpeUnysB2pn23A	[]	3936	1.175	34.324	0.0
627f8eb99a79475d0c1cae2e	"В NASA сообщили о сложностях в работе с Россией из-за санкций
                
                                                    

    

    Технологии и медиа, 14:39"	2022-05-14 11:39:55	ucgokEekRGOehcHyW7u-tQ	[]	5012	1.059	43.855	0.0
6266f3c69a7947b24dce47dc	Суд обязал Трампа платить по $10 тыс. в день из-за дела о мошенничестве	2022-04-25 21:03:08	_ezv_H0aSouCVqcnCQbsag	['5e1ddee09a7947609de2f69b']	2862	1.04	34.416	2.553
627d1a389a7947260b63c0f8	Литва уволила посла в России	2022-05-12 14:33:47	sF-dZqlXQgGKC2cZzoagAQ	[]	34463	1.098	39.59	12.059
628083df9a79479004e36e79	"Глава МИД Хорватии поддержал членство Финляндии и Швеции в НАТО
                
                                                    

    

    Политика, 08:07"	2022-05-15 05:07:29	QX3q7rn5TG6qzAY-CkhFCA	[]	1848	1.095	45.617	0.0
62050f4f9a79477481df4c14	"Роскомнадзор предложил блокировать без суда ресурсы о педофилии
                
                                                    

    

    Общество, 17:37"	2022-02-10 14:37:32	hlyp7NvWRnKRkLp1iZooLA	['54195a4fcbb20f219d7fa7dd']	3176	1.137	25.567	0.0
6203163b9a7947b57241ca03	S&P и Fitch предсказали России ущерб и без эскалации конфликта с Украиной	2022-02-09 01:37:12	5smY4B6nTc-1m5QGmeWgBA	['54254690cbb20fa485b88cc9','5e1ddee09a7947609de2f69b']	57105	1.099	16.06	5.189
627caa269a7947e70cd3c3e4	Один человек погиб после взрыва в воинской части в Хабаровском крае	2022-05-12 06:42:00	6edOrnBsRdmHdJvltARpwQ	[]	8668	1.048	37.967	1.623
620bf41c9a7947a95ab3d5a0	"Шойгу проинспектировал учения ВМФ в восточном Средиземноморье
                
                                                    

    

    Общество, 21:55"	2022-02-15 18:55:40	aC-wf5ozTvWruyOOcZ-SGg	[]	2305	1.271	54.577	0.0
6284efa29a7947752ab8c390	Курский губернатор сообщил о новом обстреле приграничного села Алексеевка	2022-05-18 13:11:55	r4wa-Xx2QyKdY60q0BEbQQ	[]	2589	1.071	33.526	0.669
624756b99a794700f10389ea	"Минобороны сообщило о минировании Александровской ГЭС украинскими силами
                
                                                    

    

    Политика, 01 апр, 23:20"	2022-04-01 20:20:05	WvdRdkhSSvuq1WA9iMbUug	['606dbb339a7947bd8e80a947']	34128	1.186	34.778	0.0
